country,player_name,0s,100s,50s,Avg,Ca,HS,Inns,Mat,NO,Runs,S/R,St,Year
PAK,Imran Farhat,1,0,1,26.36,3,87,12,12,1,290,65.61,0,2004
PAK,Imran Farhat,0,0,2,24,4,58,12,12,0,288,65.6,0,2006
PAK,Imran Farhat,0,0,1,35,2,66,4,4,0,140,66.04,0,2010
PAK,Imran Farhat,1,0,3,32.63,1,75*,9,9,1,261,73.73,0,2011
PAK,Imran Farhat,0,0,2,34.8,0,56,5,5,0,174,76.65,0,2012
PAK,Imran Farhat,0,0,1,24.29,0,93,7,7,0,170,53.63,0,2013
PAK,Imran Farhat,3,1,13,30.7,14,107,58,58,2,1719,69.06,0,Overall
PAK,Umar Akmal,1,1,2,44.43,3,102*,10,10,3,311,92.01,0,2009
PAK,Umar Akmal,1,0,4,33.79,4,67,14,14,0,473,78.05,0,2010
PAK,Umar Akmal,1,0,6,41.32,15,91,23,29,4,785,90.23,1,2011
PAK,Umar Akmal,2,0,4,33.92,6,77,14,17,2,407,78.72,1,2012
PAK,Umar Akmal,1,0,1,30.31,26,50,17,19,4,394,87.17,9,2013
PAK,Umar Akmal,1,1,2,32.91,11,102*,13,13,2,362,98.1,2,2014
PAK,Umar Akmal,1,0,1,22.63,12,59,9,9,1,181,78.35,0,2015
PAK,Umar Akmal,0,0,0,32.75,0,46,5,5,1,131,82.39,0,2017
PAK,Umar Akmal,0,0,0,30,0,48,5,5,0,150,88.24,0,2019
PAK,Umar Akmal,8,2,20,34.34,77,102*,110,121,17,3194,86.05,13,Overall
PAK,Sarfraz Nawaz,0,0,0,17,0,17,1,1,0,17,141.67,0,1973
PAK,Sarfraz Nawaz,0,0,0,,0,0,0,2,0,0,,0,1974
PAK,Sarfraz Nawaz,1,0,0,0,1,0*,2,2,1,0,,0,1975
PAK,Sarfraz Nawaz,1,0,0,0,0,0,1,1,0,0,,0,1976
PAK,Sarfraz Nawaz,0,0,0,,0,2*,1,1,1,2,66.67,0,1977
PAK,Sarfraz Nawaz,0,0,0,17,1,14*,5,6,3,34,50.75,0,1978
PAK,Sarfraz Nawaz,0,0,0,12,0,12,1,2,0,12,80,0,1979
PAK,Sarfraz Nawaz,0,0,0,8,0,8,1,2,0,8,57.14,0,1980
PAK,Sarfraz Nawaz,1,0,0,19.5,3,34*,3,6,1,39,70.91,0,1981
PAK,Sarfraz Nawaz,0,0,0,15.5,1,14*,4,4,2,31,70.45,0,1982
PAK,Sarfraz Nawaz,0,0,0,10.6,1,17,5,8,0,53,74.65,0,1983
PAK,Sarfraz Nawaz,2,0,0,3.57,1,7,7,10,0,25,41.67,0,1984
PAK,Sarfraz Nawaz,5,0,0,9.61,8,34*,31,45,8,221,64.06,0,Overall
PAK,Mohammad Talha,1,0,0,0,0,0,1,3,0,0,,0,2014
PAK,Mohammad Talha,1,0,0,0,0,0,1,3,0,0,,0,Overall
PAK,Sohail Fazal,0,0,0,28,1,32,2,2,0,56,94.92,0,1989
PAK,Sohail Fazal,0,0,0,28,1,32,2,2,0,56,94.92,0,Overall
PAK,Aamer Hanif,0,0,0,,0,17*,1,1,1,17,70.83,0,1993
PAK,Aamer Hanif,0,0,0,36,0,36*,3,4,1,72,69.23,0,1995
PAK,Aamer Hanif,0,0,0,44.5,0,36*,4,5,2,89,69.53,0,Overall
PAK,Hasan Jamil,0,0,0,24,0,28,2,2,0,48,90.57,0,1977
PAK,Hasan Jamil,0,0,0,21,1,26,3,4,0,63,94.03,0,1978
PAK,Hasan Jamil,0,0,0,22.2,1,28,5,6,0,111,92.5,0,Overall
PAK,Nadeem Ghauri,0,0,0,14,0,7*,3,6,2,14,56,0,1990
PAK,Nadeem Ghauri,0,0,0,14,0,7*,3,6,2,14,56,0,Overall
PAK,Usman Salahuddin,0,0,0,6.5,1,8,2,2,0,13,46.43,0,2011
PAK,Usman Salahuddin,0,0,0,6.5,1,8,2,2,0,13,46.43,0,Overall
PAK,Saleem Pervez,0,0,0,18,0,18,1,1,0,18,46.15,0,1980
PAK,Saleem Pervez,0,0,0,18,0,18,1,1,0,18,46.15,0,Overall
PAK,Kamran Akmal,0,0,0,35.25,5,44,6,7,2,141,94,0,2002
PAK,Kamran Akmal,1,0,0,13,3,26,2,5,0,26,89.66,0,2003
PAK,Kamran Akmal,0,0,0,,2,0,0,1,0,0,,0,2004
PAK,Kamran Akmal,0,3,0,33.47,17,124,20,21,3,569,91.19,4,2005
PAK,Kamran Akmal,1,0,1,20,22,56,20,23,3,340,75.22,3,2006
PAK,Kamran Akmal,3,0,1,17.24,18,51*,19,20,2,293,67.67,4,2007
PAK,Kamran Akmal,0,1,0,38,24,100,10,14,1,342,104.91,3,2008
PAK,Kamran Akmal,1,1,2,29.94,22,116*,19,20,2,509,86.13,5,2009
PAK,Kamran Akmal,0,0,3,29.75,11,74,12,12,0,357,87.93,2,2010
PAK,Kamran Akmal,0,0,2,31.55,12,89,12,14,1,347,75.93,4,2011
PAK,Kamran Akmal,0,0,0,3,1,4,2,4,0,6,35.29,2,2012
PAK,Kamran Akmal,3,0,1,18.31,19,81,13,13,0,238,80.95,4,2013
PAK,Kamran Akmal,1,0,0,22.67,1,47,3,3,0,68,89.47,0,2017
PAK,Kamran Akmal,10,5,10,26.1,157,124,138,157,14,3236,83.94,31,Overall
PAK,Manzoor Elahi,0,0,0,28.5,0,39*,5,6,1,114,88.37,0,1984
PAK,Manzoor Elahi,0,0,0,9,0,9,1,1,0,9,37.5,0,1985
PAK,Manzoor Elahi,0,0,1,23.33,4,50*,12,14,3,210,92.92,0,1986
PAK,Manzoor Elahi,1,0,0,23.91,13,48,17,19,6,263,103.95,0,1987
PAK,Manzoor Elahi,0,0,0,17.2,3,33,6,6,1,86,83.5,0,1988
PAK,Manzoor Elahi,0,0,0,17,0,17,1,3,0,17,62.96,0,1990
PAK,Manzoor Elahi,0,0,0,,0,8*,1,2,1,8,50,0,1994
PAK,Manzoor Elahi,0,0,0,17,1,21,3,3,1,34,69.39,0,1995
PAK,Manzoor Elahi,1,0,1,22.45,21,50*,46,54,13,741,89.6,0,Overall
PAK,Sohail Khan,0,0,0,,0,0,0,3,0,0,,0,2008
PAK,Sohail Khan,0,0,0,4,0,4,1,1,0,4,44.44,0,2009
PAK,Sohail Khan,0,0,0,,0,0,0,1,0,0,,0,2011
PAK,Sohail Khan,0,0,0,5.25,2,7,5,7,1,21,50,0,2015
PAK,Sohail Khan,0,0,0,,1,0,0,1,0,0,,0,2016
PAK,Sohail Khan,0,0,0,5,3,7,6,13,1,25,49.02,0,Overall
PAK,Asad Shafiq,1,0,1,23.6,1,50,10,10,0,236,70.87,0,2010
PAK,Asad Shafiq,1,0,4,38.82,3,78*,13,14,2,427,68.32,0,2011
PAK,Asad Shafiq,1,0,2,26.7,2,65,11,11,1,267,71.39,0,2012
PAK,Asad Shafiq,2,0,1,15.09,4,84,11,11,0,166,67.21,0,2013
PAK,Asad Shafiq,0,0,1,18.29,2,50,7,7,0,128,60.66,0,2014
PAK,Asad Shafiq,0,0,0,31.33,1,39,4,5,1,94,62.67,0,2015
PAK,Asad Shafiq,0,0,0,9,1,13,2,2,0,18,46.15,0,2017
PAK,Asad Shafiq,5,0,9,24.74,14,84,58,60,4,1336,67.51,0,Overall
PAK,Saleem Yousuf,0,0,0,,0,0,0,2,0,0,,1,1982
PAK,Saleem Yousuf,0,0,0,1,0,1,1,1,0,1,16.67,1,1984
PAK,Saleem Yousuf,1,0,0,4,6,8,3,8,1,8,32,4,1985
PAK,Saleem Yousuf,0,0,0,38,7,23*,7,8,5,76,66.09,0,1986
PAK,Saleem Yousuf,3,0,1,19.1,25,56,15,23,5,191,102.14,2,1987
PAK,Saleem Yousuf,1,0,0,15.22,10,31,12,13,3,137,83.03,0,1988
PAK,Saleem Yousuf,0,0,0,4,10,6,9,12,2,28,41.18,5,1989
PAK,Saleem Yousuf,0,0,3,27.25,23,62,15,19,3,327,71.4,9,1990
PAK,Saleem Yousuf,5,0,4,17.86,81,62,62,86,19,768,75,22,Overall
PAK,Azmat Rana,0,0,0,42,0,22*,2,2,1,42,57.53,0,1978
PAK,Azmat Rana,0,0,0,42,0,22*,2,2,1,42,57.53,0,Overall
PAK,Mahmood Hamid,0,0,0,1,0,1,1,1,0,1,16.67,0,1995
PAK,Mahmood Hamid,0,0,0,1,0,1,1,1,0,1,16.67,0,Overall
PAK,Sami Aslam,0,0,0,45,0,45,1,1,0,45,90,0,2015
PAK,Sami Aslam,0,0,0,11,0,24,3,3,0,33,49.25,0,2016
PAK,Sami Aslam,0,0,0,19.5,0,45,4,4,0,78,66.67,0,Overall
PAK,Shan Masood,1,0,1,22.2,1,50,5,5,0,111,76.55,0,2019
PAK,Shan Masood,1,0,1,22.2,1,50,5,5,0,111,76.55,0,Overall
PAK,Shaheen Shah Afridi,1,0,0,14,0,14*,2,6,1,14,63.64,0,2018
PAK,Shaheen Shah Afridi,0,0,0,28,2,19*,6,13,5,28,66.67,0,2019
PAK,Shaheen Shah Afridi,1,0,0,21,2,19*,8,19,6,42,65.63,0,Overall
PAK,Zulqarnain Haider,0,0,0,24,1,19*,4,4,2,48,70.59,1,2010
PAK,Zulqarnain Haider,0,0,0,24,1,19*,4,4,2,48,70.59,1,Overall
PAK,Hammad Azam,0,0,0,19,3,36,3,5,1,38,52.78,0,2011
PAK,Hammad Azam,0,0,0,19,0,30,3,3,1,38,80.85,0,2012
PAK,Hammad Azam,0,0,0,4,1,4,1,3,0,4,33.33,0,2015
PAK,Hammad Azam,0,0,0,16,4,36,7,11,2,80,61.07,0,Overall
PAK,Atiq-Uz-Zaman,0,0,0,17,3,18,3,3,1,34,94.44,1,2000
PAK,Atiq-Uz-Zaman,0,0,0,17,3,18,3,3,1,34,94.44,1,Overall
PAK,Inzamam-ul-Haq,0,0,1,40,1,60,2,2,0,80,66.67,0,1991
PAK,Inzamam-ul-Haq,2,2,4,31.46,11,117,27,28,1,818,80.59,0,1992
PAK,Inzamam-ul-Haq,1,0,6,50.5,3,90*,21,21,5,808,71.38,0,1993
PAK,Inzamam-ul-Haq,0,1,8,40.95,5,137*,27,28,5,901,68.83,0,1994
PAK,Inzamam-ul-Haq,1,1,5,49.93,5,116*,16,17,2,699,80.72,0,1995
PAK,Inzamam-ul-Haq,0,0,2,25.15,5,67,23,25,3,503,76.79,0,1996
PAK,Inzamam-ul-Haq,1,0,7,38.74,8,85,27,30,4,891,,0,1997
PAK,Inzamam-ul-Haq,2,1,4,39.35,8,116*,18,20,1,669,73.52,0,1998
PAK,Inzamam-ul-Haq,1,1,10,46.08,13,107,28,29,4,1106,70.4,0,1999
PAK,Inzamam-ul-Haq,2,1,9,42.96,11,121*,32,34,7,1074,67.59,0,2000
PAK,Inzamam-ul-Haq,2,1,4,49.69,6,118*,16,17,3,646,75.82,0,2001
PAK,Inzamam-ul-Haq,2,0,4,28.58,9,68,29,33,3,743,67.3,0,2002
PAK,Inzamam-ul-Haq,2,0,3,34.83,8,64*,16,18,4,418,93.51,0,2003
PAK,Inzamam-ul-Haq,2,2,6,43.38,4,123,22,26,1,911,82.97,0,2004
PAK,Inzamam-ul-Haq,1,0,9,54.63,6,81*,22,23,6,874,89.92,0,2005
PAK,Inzamam-ul-Haq,0,0,1,34.62,5,79,16,19,3,450,74.75,0,2006
PAK,Inzamam-ul-Haq,1,0,0,21.14,5,45*,8,8,1,148,58.5,0,2007
PAK,Inzamam-ul-Haq,20,10,83,39.53,113,137*,350,378,53,11739,74.24,0,Overall
PAK,Akhtar Sarfraz,0,0,0,17.33,0,25,3,3,0,52,71.23,0,1997
PAK,Akhtar Sarfraz,0,0,0,14,0,14,1,1,0,14,53.85,0,1998
PAK,Akhtar Sarfraz,0,0,0,16.5,0,25,4,4,0,66,66.67,0,Overall
PAK,Intikhab Alam,0,0,0,10,0,10,1,1,0,10,38.46,0,1973
PAK,Intikhab Alam,0,0,0,,0,0,0,2,0,0,,0,1974
PAK,Intikhab Alam,0,0,0,7,0,7,1,1,0,7,36.84,0,1976
PAK,Intikhab Alam,0,0,0,8.5,0,10,2,4,0,17,37.78,0,Overall
PAK,Javed Miandad,0,0,0,52,2,28*,2,2,1,52,77.61,0,1975
PAK,Javed Miandad,0,0,0,47,0,47,1,1,0,47,65.28,0,1976
PAK,Javed Miandad,0,0,1,50,0,77*,3,3,1,100,72.99,0,1977
PAK,Javed Miandad,1,0,0,11.4,3,31,6,6,1,57,38.26,0,1978
PAK,Javed Miandad,2,0,0,15.33,0,46,3,4,0,46,90.2,0,1979
PAK,Javed Miandad,0,0,0,15.67,0,23,3,3,0,47,50,0,1980
PAK,Javed Miandad,0,0,2,32.33,1,74,6,6,0,194,76.08,0,1981
PAK,Javed Miandad,0,2,2,83.5,3,119*,12,13,6,501,82.13,0,1982
PAK,Javed Miandad,0,0,3,41.86,4,72,9,9,2,293,69.27,0,1983
PAK,Javed Miandad,0,0,3,31.67,4,80*,16,17,1,475,66.71,0,1984
PAK,Javed Miandad,1,0,5,45.06,10,91*,22,22,6,721,73.05,0,1985
PAK,Javed Miandad,1,1,4,48.62,10,116*,17,19,4,632,69.53,1,1986
PAK,Javed Miandad,0,2,10,67.75,7,113,22,22,6,1084,70.3,1,1987
PAK,Javed Miandad,0,1,5,55.18,5,100*,13,13,2,607,75.78,0,1988
PAK,Javed Miandad,0,0,2,30.44,6,63*,18,18,2,487,53.22,0,1989
PAK,Javed Miandad,0,0,1,22.21,5,75,14,18,0,311,56.04,0,1990
PAK,Javed Miandad,0,0,1,35.25,1,61,4,4,0,141,63.51,0,1991
PAK,Javed Miandad,0,1,8,52.33,4,115*,24,25,6,942,63.09,0,1992
PAK,Javed Miandad,3,1,3,32.78,3,107,20,23,2,590,64.41,0,1993
PAK,Javed Miandad,0,0,0,27,3,38,3,5,1,54,51.92,0,1996
PAK,Javed Miandad,8,8,50,41.7,71,119*,218,233,41,7381,67.01,2,Overall
PAK,Moin Khan,0,0,0,23,0,23,1,1,0,23,63.89,0,1990
PAK,Moin Khan,1,0,0,14.6,8,18,8,8,3,73,90.12,0,1991
PAK,Moin Khan,0,0,0,14.4,20,20*,8,19,3,72,80.9,8,1992
PAK,Moin Khan,0,0,0,,1,0,0,1,0,0,,0,1994
PAK,Moin Khan,1,0,0,13.63,16,31,9,11,1,109,72.19,4,1995
PAK,Moin Khan,1,0,1,20.32,23,50*,22,24,3,386,74.23,13,1996
PAK,Moin Khan,2,0,3,32.15,23,61,32,36,12,643,77.19,11,1997
PAK,Moin Khan,1,0,1,29.08,13,69*,18,18,5,378,78.1,4,1998
PAK,Moin Khan,3,0,2,26.15,38,63,25,29,5,523,97.76,13,1999
PAK,Moin Khan,4,0,1,18.76,44,56*,32,38,3,544,80.35,12,2000
PAK,Moin Khan,0,0,1,25.5,5,50,4,5,0,102,91.07,1,2001
PAK,Moin Khan,0,0,0,19.67,1,43,4,5,1,59,88.06,2,2003
PAK,Moin Khan,4,0,3,23.6,22,72*,20,24,5,354,81.94,5,2004
PAK,Moin Khan,17,0,12,23,214,72*,183,219,41,3266,81.3,73,Overall
PAK,Sajjad Akbar,0,0,0,5,0,5,1,2,0,5,55.56,0,1990
PAK,Sajjad Akbar,0,0,0,5,0,5,1,2,0,5,55.56,0,Overall
PAK,Taslim Arif,0,0,0,14,1,24,2,2,0,28,48.28,1,1980
PAK,Taslim Arif,0,0,0,14,1,24,2,2,0,28,48.28,1,Overall
PAK,Wahab Riaz,2,0,0,1.33,1,3,4,5,1,4,28.57,0,2008
PAK,Wahab Riaz,1,0,0,12,2,21,4,4,0,48,154.84,0,2010
PAK,Wahab Riaz,3,0,0,7,3,17*,7,13,3,28,58.33,0,2011
PAK,Wahab Riaz,0,0,0,,1,8*,1,3,1,8,38.1,0,2012
PAK,Wahab Riaz,3,0,0,18.45,3,47*,13,14,2,203,76.89,0,2013
PAK,Wahab Riaz,1,0,0,7,4,14,6,8,1,35,68.63,0,2014
PAK,Wahab Riaz,1,0,2,20.4,5,54*,14,20,4,204,98.08,0,2015
PAK,Wahab Riaz,1,0,0,9,1,14,5,8,1,36,72,0,2016
PAK,Wahab Riaz,0,0,0,11.5,3,17,2,4,0,23,,0,2017
PAK,Wahab Riaz,0,0,0,15.17,4,45,8,10,2,91,126.39,0,2019
PAK,Wahab Riaz,12,0,2,13.88,27,54*,64,89,15,680,86.4,0,Overall
PAK,Mansoor Rana,0,0,0,7.5,0,10,2,2,0,15,62.5,0,1990
PAK,Mansoor Rana,0,0,0,7.5,0,10,2,2,0,15,62.5,0,Overall
PAK,Mohsin Kamal,0,0,0,,0,5*,1,2,1,5,100,0,1984
PAK,Mohsin Kamal,0,0,0,5,3,5,2,9,1,5,38.46,0,1985
PAK,Mohsin Kamal,0,0,0,,0,0,0,2,0,0,,0,1986
PAK,Mohsin Kamal,0,0,0,16,1,11*,2,4,1,16,84.21,0,1987
PAK,Mohsin Kamal,0,0,0,,0,0,0,1,0,0,,0,1988
PAK,Mohsin Kamal,0,0,0,1,0,1,1,1,0,1,33.33,0,1989
PAK,Mohsin Kamal,0,0,0,9,4,11*,6,19,3,27,67.5,0,Overall
PAK,Sajid Ali,0,0,0,16,1,16,1,2,0,16,36.36,0,1984
PAK,Sajid Ali,0,0,0,8.5,0,10,2,2,0,17,30.91,0,1986
PAK,Sajid Ali,0,0,0,8.5,0,15,2,2,0,17,35.42,0,1988
PAK,Sajid Ali,0,0,0,8.25,0,11,4,4,0,33,47.14,0,1991
PAK,Sajid Ali,0,0,0,15.67,0,28,3,3,0,47,61.84,0,1997
PAK,Sajid Ali,0,0,0,10.83,1,28,12,13,0,130,44.37,0,Overall
PAK,Asad Ali,0,0,0,6.5,0,11,2,4,0,13,81.25,0,2013
PAK,Asad Ali,0,0,0,6.5,0,11,2,4,0,13,81.25,0,Overall
PAK,Zahid Ahmed,1,0,0,3,0,3*,2,2,1,3,23.08,0,1987
PAK,Zahid Ahmed,1,0,0,3,0,3*,2,2,1,3,23.08,0,Overall
PAK,Abdur Rehman,0,0,0,7,1,7,1,3,0,7,41.18,0,2006
PAK,Abdur Rehman,2,0,0,8.67,1,31,7,8,1,52,46.02,0,2007
PAK,Abdur Rehman,1,0,0,10,0,9*,3,3,2,10,83.33,0,2010
PAK,Abdur Rehman,1,0,0,3.33,0,5*,4,7,1,10,41.67,0,2011
PAK,Abdur Rehman,0,0,0,12.5,3,12*,3,4,1,25,78.13,0,2012
PAK,Abdur Rehman,0,0,0,10,2,22,4,5,1,30,52.63,0,2013
PAK,Abdur Rehman,0,0,0,8,0,8,1,1,0,8,100,0,2014
PAK,Abdur Rehman,4,0,0,8.35,7,31,23,31,6,142,53.99,0,Overall
PAK,Tahir Naqqash,0,0,0,,0,0,0,1,0,0,,0,1980
PAK,Tahir Naqqash,0,0,0,22,1,21*,2,4,1,22,51.16,0,1981
PAK,Tahir Naqqash,0,0,0,15,2,23*,4,11,1,45,95.74,0,1982
PAK,Tahir Naqqash,1,0,0,0.5,2,1,3,4,1,1,8.33,0,1983
PAK,Tahir Naqqash,2,0,0,6.5,0,13*,4,5,2,13,59.09,0,1984
PAK,Tahir Naqqash,1,0,1,21.5,6,61,10,15,4,129,109.32,0,1985
PAK,Tahir Naqqash,4,0,1,15,11,61,23,40,9,210,86.78,0,Overall
PAK,Azam Khan,0,0,1,28.25,1,72,4,5,0,113,65.32,0,1996
PAK,Azam Khan,0,0,0,3,1,3,1,1,0,3,75,0,1998
PAK,Azam Khan,0,0,1,23.2,2,72,5,6,0,116,65.54,0,Overall
PAK,Rizwan-Uz-Zaman,0,0,0,14,2,14,1,1,0,14,26.92,0,1981
PAK,Rizwan-Uz-Zaman,0,0,0,4,0,4,1,1,0,4,6.45,0,1986
PAK,Rizwan-Uz-Zaman,0,0,0,2,0,2,1,1,0,2,13.33,0,1987
PAK,Rizwan-Uz-Zaman,0,0,0,6.67,2,14,3,3,0,20,15.5,0,Overall
PAK,Sharjeel Khan,0,0,1,20.2,1,61,5,5,0,101,77.69,0,2013
PAK,Sharjeel Khan,1,0,0,15.5,1,26,6,6,0,93,83.04,0,2014
PAK,Sharjeel Khan,1,1,2,40.89,2,152,9,9,0,368,149.59,0,2016
PAK,Sharjeel Khan,0,0,3,50,2,79,5,5,0,250,115.21,0,2017
PAK,Sharjeel Khan,2,1,6,32.48,6,152,25,25,0,812,115.18,0,Overall
PAK,Mohsin Khan,0,0,0,15,1,15,1,1,0,15,39.47,0,1977
PAK,Mohsin Khan,0,0,1,34.5,0,51*,3,3,1,69,60.53,0,1978
PAK,Mohsin Khan,0,0,0,11.5,0,27,4,4,0,46,34.07,0,1981
PAK,Mohsin Khan,1,2,1,47.1,1,117*,12,12,2,471,79.03,0,1982
PAK,Mohsin Khan,1,0,2,25.6,5,82,10,10,0,256,41.83,0,1983
PAK,Mohsin Khan,1,0,0,17.69,0,39,16,16,0,283,49.48,0,1984
PAK,Mohsin Khan,0,0,3,27.4,4,86*,16,16,1,411,52.62,0,1985
PAK,Mohsin Khan,0,0,1,27.17,2,59,13,13,1,326,62.1,0,1986
PAK,Mohsin Khan,3,2,8,26.81,13,117*,75,75,5,1877,55.65,0,Overall
PAK,Anwar Ali,0,0,0,46,0,43*,4,4,2,92,92.93,0,2013
PAK,Anwar Ali,0,0,0,20.25,1,21,5,5,1,81,72.32,0,2014
PAK,Anwar Ali,0,0,0,33,3,38*,6,12,2,132,98.51,0,2015
PAK,Anwar Ali,0,0,0,16,0,16,1,1,0,16,72.73,0,2016
PAK,Anwar Ali,0,0,0,29.18,4,43*,16,22,5,321,87.47,0,Overall
PAK,Babar Azam,0,0,3,38.33,4,62*,7,7,1,230,89.15,0,2015
PAK,Babar Azam,0,3,2,59.64,4,123,11,11,0,656,95.21,0,2016
PAK,Babar Azam,0,4,2,67.08,12,125*,17,18,4,872,79.27,0,2017
PAK,Babar Azam,2,1,2,36.36,7,106*,17,18,3,509,81.18,0,2018
PAK,Babar Azam,0,3,6,60.67,9,115,20,20,2,1092,92.39,0,2019
PAK,Babar Azam,2,11,15,54.18,36,125*,72,74,10,3359,87.11,0,Overall
PAK,Rizwan Ahmed,0,0,0,,1,0,0,1,0,0,,0,2008
PAK,Rizwan Ahmed,0,0,0,,1,0,0,1,0,0,,0,Overall
PAK,Wasim Akram,0,0,0,,0,0,0,1,0,0,,0,1984
PAK,Wasim Akram,1,0,0,3.67,2,9,5,14,2,11,61.11,0,1985
PAK,Wasim Akram,0,0,0,8.5,3,24,9,17,1,68,93.15,0,1986
PAK,Wasim Akram,2,0,0,13.33,3,48*,18,24,3,200,113.64,0,1987
PAK,Wasim Akram,1,0,0,7.78,5,18,11,12,2,70,73.68,0,1988
PAK,Wasim Akram,3,0,0,11.15,4,37,16,18,3,145,105.07,0,1989
PAK,Wasim Akram,0,0,1,35.25,2,86,11,13,3,282,105.62,0,1990
PAK,Wasim Akram,2,0,0,8.25,2,19,8,8,0,66,89.19,0,1991
PAK,Wasim Akram,1,0,0,15.22,6,36,24,27,6,274,83.28,0,1992
PAK,Wasim Akram,4,0,0,16.88,3,39*,22,26,5,287,97.95,0,1993
PAK,Wasim Akram,3,0,0,12.5,3,33,13,21,1,150,63.83,0,1994
PAK,Wasim Akram,1,0,1,21.44,5,50,11,12,2,193,83.91,0,1995
PAK,Wasim Akram,2,0,2,19.88,12,66*,21,26,4,338,104.64,0,1996
PAK,Wasim Akram,1,0,0,9.73,9,33,17,19,2,146,64.04,0,1997
PAK,Wasim Akram,0,0,1,23.17,3,57,14,16,2,278,97.89,0,1998
PAK,Wasim Akram,1,0,1,20,16,79,21,27,3,360,100.28,0,1999
PAK,Wasim Akram,2,0,0,20.42,5,42*,23,30,4,388,67.01,0,2000
PAK,Wasim Akram,1,0,0,14.71,2,28*,10,12,3,103,82.4,0,2001
PAK,Wasim Akram,3,0,0,20.5,3,49*,21,27,7,287,91.11,0,2002
PAK,Wasim Akram,0,0,0,23.67,0,33,5,6,2,71,102.9,0,2003
PAK,Wasim Akram,28,0,6,16.52,88,86,280,356,55,3717,88.29,0,Overall
PAK,Hasan Raza,0,0,0,7.25,0,12,4,5,0,29,34.12,0,1996
PAK,Hasan Raza,1,0,0,11.75,1,41,4,5,0,47,39.5,0,1997
PAK,Hasan Raza,0,0,0,46,0,46,1,1,0,46,65.71,0,1998
PAK,Hasan Raza,0,0,1,30,0,77,4,5,0,120,58.25,0,1999
PAK,Hasan Raza,1,0,1,18.62,1,77,13,16,0,242,50.42,0,Overall
PAK,Kabir Khan,0,0,0,,0,0,0,2,0,0,,0,1994
PAK,Kabir Khan,0,0,0,,1,1*,2,4,2,2,66.67,0,1997
PAK,Kabir Khan,0,0,0,5,0,5,1,1,0,5,55.56,0,1998
PAK,Kabir Khan,0,0,0,,0,3*,2,3,2,3,23.08,0,2000
PAK,Kabir Khan,0,0,0,10,1,5,5,10,4,10,40,0,Overall
PAK,Ramiz Raja,1,0,5,31,3,75,20,20,0,620,72.09,0,1985
PAK,Ramiz Raja,1,0,1,26.47,2,56*,18,19,3,397,50.44,0,1986
PAK,Ramiz Raja,2,1,5,34.88,3,113,24,24,0,837,63.84,0,1987
PAK,Ramiz Raja,0,0,4,29.93,2,71,15,15,1,419,67.47,0,1988
PAK,Ramiz Raja,3,1,4,29.84,0,101,20,20,1,567,68.73,0,1989
PAK,Ramiz Raja,1,3,1,52.88,2,116*,11,11,3,423,71.57,0,1990
PAK,Ramiz Raja,0,0,1,40,0,90,6,6,0,240,54.42,0,1991
PAK,Ramiz Raja,3,2,5,36.04,9,119*,26,26,2,865,60.41,0,1992
PAK,Ramiz Raja,2,1,3,32.18,3,109*,18,18,1,547,63.31,0,1993
PAK,Ramiz Raja,0,1,0,38,3,104*,11,11,2,342,67.19,0,1995
PAK,Ramiz Raja,1,0,0,15.44,2,40,10,10,1,139,58.9,0,1996
PAK,Ramiz Raja,1,0,2,26.18,5,76,18,18,1,445,59.57,0,1997
PAK,Ramiz Raja,15,9,31,32.09,34,119*,197,198,15,5841,63.32,0,Overall
PAK,Saad Ali,0,0,0,5.5,0,7,2,2,0,11,47.83,0,2019
PAK,Saad Ali,0,0,0,5.5,0,7,2,2,0,11,47.83,0,Overall
PAK,Maqsood Rana,0,0,0,5,0,5,1,1,0,5,38.46,0,1990
PAK,Maqsood Rana,0,0,0,5,0,5,1,1,0,5,38.46,0,Overall
PAK,Saad Nasim,1,0,1,49.5,0,77*,3,3,1,99,79.84,0,2015
PAK,Saad Nasim,1,0,1,49.5,0,77*,3,3,1,99,79.84,0,Overall
PAK,Mohammad Sami,0,0,0,,2,4*,2,4,2,5,31.25,0,2001
PAK,Mohammad Sami,1,0,0,1.67,3,2,6,14,3,5,16.67,0,2002
PAK,Mohammad Sami,2,0,0,28.75,4,22,13,22,9,115,75.16,0,2003
PAK,Mohammad Sami,1,0,0,8.75,7,23,12,26,4,70,60.34,0,2004
PAK,Mohammad Sami,1,0,0,3.8,1,8*,6,8,1,19,54.29,0,2005
PAK,Mohammad Sami,0,0,0,5,1,11,3,4,0,15,75,0,2006
PAK,Mohammad Sami,0,0,0,21.25,0,46,4,5,0,85,70.83,0,2007
PAK,Mohammad Sami,0,0,0,,1,0,0,2,0,0,,0,2012
PAK,Mohammad Sami,0,0,0,,0,0,0,2,0,0,,0,2015
PAK,Mohammad Sami,5,0,0,11.63,19,46,46,87,19,314,64.08,0,Overall
PAK,Abdul Qadir,1,0,0,31,1,41*,5,6,3,62,59.05,0,1983
PAK,Abdul Qadir,1,0,0,7.78,4,23,11,11,2,70,57.85,0,1984
PAK,Abdul Qadir,0,0,0,62,0,37,4,11,3,62,106.9,0,1985
PAK,Abdul Qadir,1,0,0,15.88,6,34,9,15,1,127,78.88,0,1986
PAK,Abdul Qadir,1,0,0,24.33,3,39,11,19,5,146,102.1,0,1987
