country,player_name,0s,100s,50s,Avg,Ca,HS,Inns,Mat,NO,Runs,S/R,St,Year
AFG,Najeeb Tarakai,0,0,0,5,0,5,1,1,0,5,27.78,0,2017
AFG,Najeeb Tarakai,0,0,0,5,0,5,1,1,0,5,27.78,0,Overall
AFG,Naveen -ul-Haq,0,0,0,,2,0*,1,2,1,0,,0,2016
AFG,Naveen -ul-Haq,0,0,0,9,0,8*,2,2,1,9,45,0,2019
AFG,Naveen -ul-Haq,0,0,0,9,2,8*,3,4,2,9,42.86,0,Overall
AFG,Zakiullah Zaki,0,0,0,,0,3*,1,1,1,3,13.64,0,2012
AFG,Zakiullah Zaki,0,0,0,,0,3*,1,1,1,3,13.64,0,Overall
AFG,Usman Ghani,1,1,2,39.5,2,118,8,8,0,316,78.61,0,2014
AFG,Usman Ghani,1,0,0,15.33,1,48,6,6,0,92,90.2,0,2015
AFG,Usman Ghani,0,0,0,3,0,3,1,1,0,3,18.75,0,2017
AFG,Usman Ghani,2,1,2,27.4,3,118,15,15,0,411,79.04,0,Overall
AFG,Karim Sadiq,0,0,0,20,0,20,1,1,0,20,90.91,0,2009
AFG,Karim Sadiq,3,1,0,23.5,3,114*,12,13,2,235,74.13,0,2010
AFG,Karim Sadiq,0,0,0,17.5,1,34,2,2,0,35,109.38,0,2011
AFG,Karim Sadiq,0,1,0,33.6,2,100,5,5,0,168,101.2,0,2012
AFG,Karim Sadiq,0,0,0,,0,0,0,1,0,0,,0,2013
AFG,Karim Sadiq,0,0,0,12,0,12,1,1,0,12,33.33,0,2014
AFG,Karim Sadiq,0,0,0,5,0,5,1,1,0,5,35.71,0,2016
AFG,Karim Sadiq,3,2,0,23.75,6,114*,22,24,2,475,80.92,0,Overall
AFG,Ibrahim Zadran,0,0,0,2,1,2,1,1,0,2,22.22,0,2019
AFG,Ibrahim Zadran,0,0,0,2,1,2,1,1,0,2,22.22,0,Overall
AFG,Amir Hamza,1,0,0,3,0,3*,2,2,1,3,20,0,2012
AFG,Amir Hamza,0,0,0,,1,0,0,4,0,0,,0,2013
AFG,Amir Hamza,0,0,0,1,3,1,2,5,1,1,6.25,0,2014
AFG,Amir Hamza,0,0,0,6,1,4,3,7,2,6,26.09,0,2015
AFG,Amir Hamza,0,0,0,2,0,3,2,3,0,4,18.18,0,2016
AFG,Amir Hamza,0,0,0,4.5,5,7,7,10,5,9,50,0,2017
AFG,Amir Hamza,1,0,0,3.29,10,7,16,31,9,23,24.47,0,Overall
AFG,Afsar Zazai,0,0,2,34.75,5,60,4,4,0,139,56.28,1,2014
AFG,Afsar Zazai,3,0,0,11.44,14,48*,10,10,1,103,54.21,0,2015
AFG,Afsar Zazai,0,0,0,11,1,13,2,3,0,22,43.14,1,2017
AFG,Afsar Zazai,3,0,2,17.6,20,60,16,17,1,264,54.1,2,Overall
AFG,Abdullah Mazari,0,0,0,3,1,3,1,2,0,3,18.75,0,2010
AFG,Abdullah Mazari,0,0,0,3,1,3,1,2,0,3,18.75,0,Overall
AFG,Hashmatullah Shahidi,1,0,0,13,1,13*,2,2,1,13,59.09,0,2013
AFG,Hashmatullah Shahidi,0,0,0,22.33,1,38*,4,4,1,67,58.77,0,2014
AFG,Hashmatullah Shahidi,1,0,1,25.33,3,72,6,6,0,152,54.68,0,2016
AFG,Hashmatullah Shahidi,0,0,0,22.5,0,32,5,5,1,90,63.38,0,2017
AFG,Hashmatullah Shahidi,1,0,4,58.83,1,97*,8,8,2,353,70.46,0,2018
AFG,Hashmatullah Shahidi,1,0,4,29.77,3,76,14,14,1,387,63.44,0,2019
AFG,Hashmatullah Shahidi,4,0,9,32.18,9,97*,39,39,6,1062,63.71,0,Overall
UAE,Mohammad Shahzad,2,0,2,35.25,2,79,4,4,0,141,88.13,0,2014
UAE,Mohammad Shahzad,0,0,0,24.5,0,28,2,2,0,49,75.38,0,2016
UAE,Mohammad Shahzad,2,0,2,31.67,2,79,6,6,0,190,84.44,0,Overall
AFG,Hamid Hassan,0,0,0,,0,0*,2,3,2,0,,0,2009
AFG,Hamid Hassan,0,0,0,8.2,1,17,5,9,0,41,62.12,0,2010
AFG,Hamid Hassan,0,0,0,1,0,1,1,2,0,1,33.33,0,2011
AFG,Hamid Hassan,0,0,0,,0,0,0,4,0,0,,0,2013
AFG,Hamid Hassan,0,0,0,6,1,6,1,3,0,6,100,0,2014
AFG,Hamid Hassan,3,0,0,7.6,2,16,7,9,2,38,43.68,0,2015
AFG,Hamid Hassan,0,0,0,6,0,6,1,2,0,6,85.71,0,2016
AFG,Hamid Hassan,1,0,0,5,1,7*,5,6,2,15,62.5,0,2019
AFG,Hamid Hassan,4,0,0,6.69,5,17,22,38,6,107,54.87,0,Overall
AFG,Aftab Alam,0,0,0,,0,6*,1,3,1,6,60,0,2010
AFG,Aftab Alam,0,0,0,1,1,1,1,2,0,1,50,0,2014
AFG,Aftab Alam,1,0,0,6,0,14,6,7,3,18,69.23,0,2015
AFG,Aftab Alam,0,0,0,,5,16*,4,8,4,36,78.26,0,2018
AFG,Aftab Alam,2,0,0,6.33,0,14,5,7,2,19,82.61,0,2019
AFG,Aftab Alam,3,0,0,11.43,6,16*,17,27,10,80,74.77,0,Overall
AFG,Shapoor Zadran,0,0,0,1,0,1,1,2,0,1,14.29,0,2009
AFG,Shapoor Zadran,2,0,0,5.67,0,17,7,11,4,17,56.67,0,2010
AFG,Shapoor Zadran,1,0,0,3,0,2*,3,3,2,3,18.75,0,2012
AFG,Shapoor Zadran,0,0,0,,1,0,0,2,0,0,,0,2013
AFG,Shapoor Zadran,0,0,0,6.67,3,7*,6,12,3,20,47.62,0,2014
AFG,Shapoor Zadran,0,0,0,,0,12*,6,7,6,17,68,0,2015
AFG,Shapoor Zadran,0,0,0,,0,2*,1,2,1,2,33.33,0,2016
AFG,Shapoor Zadran,1,0,0,0,0,0,1,1,0,0,,0,2017
AFG,Shapoor Zadran,0,0,0,7,1,7,2,3,1,7,26.92,0,2018
AFG,Shapoor Zadran,0,0,0,,0,0,0,1,0,0,,0,2019
AFG,Shapoor Zadran,4,0,0,6.7,5,17,27,44,17,67,41.88,0,Overall
AFG,Khaliq Dad,1,0,0,0,0,0,1,1,0,0,,0,2009
AFG,Khaliq Dad,0,0,0,20,0,20,3,5,1,40,58.82,0,2010
AFG,Khaliq Dad,1,0,0,13.33,0,20,4,6,1,40,57.97,0,Overall
AFG,Mohibullah Paak,0,0,0,,2,0,0,2,0,0,,0,2013
AFG,Mohibullah Paak,0,0,0,,2,0,0,2,0,0,,0,Overall
AFG,Raees Ahmadzai,0,0,0,22.5,2,39,2,3,0,45,71.43,0,2009
AFG,Raees Ahmadzai,0,0,0,43,0,37,2,2,1,43,58.11,0,2010
AFG,Raees Ahmadzai,0,0,0,29.33,2,39,4,5,1,88,64.23,0,Overall
AFG,Karim Janat,0,0,0,9,0,9,1,1,0,9,27.27,0,2017
AFG,Karim Janat,0,0,0,9,0,9,1,1,0,9,27.27,0,Overall
AFG,Hasti Gul,0,0,0,,0,23*,1,2,1,23,209.09,0,2009
AFG,Hasti Gul,0,0,0,,0,23*,1,2,1,23,209.09,0,Overall
AFG,Sayed Shirzad,0,0,0,25,0,25,1,2,0,25,147.06,0,2019
AFG,Sayed Shirzad,0,0,0,25,0,25,1,2,0,25,147.06,0,Overall
AFG,Rahmat Shah,0,0,0,19,1,35,2,4,0,38,62.3,0,2013
AFG,Rahmat Shah,0,0,0,15.25,1,23,4,4,0,61,55.96,0,2014
AFG,Rahmat Shah,1,1,1,42.63,2,100*,9,9,1,341,67.93,0,2016
AFG,Rahmat Shah,1,1,5,39.36,3,108*,15,16,1,551,70.1,0,2017
AFG,Rahmat Shah,0,1,6,38,6,114,19,20,0,722,74.74,0,2018
AFG,Rahmat Shah,1,1,4,32.3,6,113,20,20,0,646,68.58,0,2019
AFG,Rahmat Shah,3,4,16,35.21,19,114,69,73,2,2359,70.08,0,Overall
AFG,Asghar Afghan,0,0,0,20.67,0,30,3,3,0,62,38.27,0,2009
AFG,Asghar Afghan,1,0,2,28.4,6,64,12,13,2,284,60.94,0,2010
AFG,Asghar Afghan,0,0,0,10,0,15,2,2,0,20,58.82,0,2011
AFG,Asghar Afghan,1,0,1,32.67,3,66,4,4,1,98,61.25,0,2012
AFG,Asghar Afghan,0,0,0,15.67,1,28,4,4,1,47,45.19,0,2013
AFG,Asghar Afghan,0,0,1,33.38,1,90*,9,9,1,267,69.53,0,2014
AFG,Asghar Afghan,1,0,1,16.67,1,54,15,15,0,250,61.12,0,2015
AFG,Asghar Afghan,2,0,1,14.5,1,57,12,12,0,174,55.59,0,2016
AFG,Asghar Afghan,0,1,1,23.8,1,101,15,16,0,357,72.71,0,2017
AFG,Asghar Afghan,1,0,1,20.73,4,67,12,16,1,228,79.44,0,2018
AFG,Asghar Afghan,1,0,4,40.64,6,86,17,17,3,569,78.92,0,2019
AFG,Asghar Afghan,7,1,12,24.54,24,101,105,111,9,2356,66.72,0,Overall
AFG,Samiullah Shinwari,0,0,1,59,1,52,3,3,1,118,81.38,0,2009
AFG,Samiullah Shinwari,0,0,1,23.86,1,82,7,13,0,167,60.95,0,2010
AFG,Samiullah Shinwari,0,0,0,15,0,8,2,2,1,15,100,0,2011
AFG,Samiullah Shinwari,0,0,0,19,1,32,4,5,0,76,46.63,0,2012
AFG,Samiullah Shinwari,0,0,1,,0,55*,2,4,2,85,72.65,0,2013
AFG,Samiullah Shinwari,0,0,4,41.42,5,82*,14,14,2,497,83.11,0,2014
AFG,Samiullah Shinwari,0,0,3,27.36,6,96,15,16,1,383,55.51,0,2015
AFG,Samiullah Shinwari,0,0,0,10.2,1,24,5,5,0,51,56.04,0,2016
AFG,Samiullah Shinwari,0,0,1,26.25,4,62*,9,9,1,210,62.69,0,2017
AFG,Samiullah Shinwari,0,0,0,21.83,2,27,8,8,2,131,54.36,0,2018
AFG,Samiullah Shinwari,1,0,0,26,0,49*,5,5,2,78,81.25,0,2019
AFG,Samiullah Shinwari,1,0,11,29.21,21,96,74,84,12,1811,65.5,0,Overall
AFG,Nasir Jamal,0,0,0,33.5,2,39,2,2,0,67,59.29,0,2014
AFG,Nasir Jamal,0,0,1,38.5,0,52*,3,3,1,77,63.11,0,2015
AFG,Nasir Jamal,0,0,1,32,0,53,3,4,0,96,65.75,0,2017
AFG,Nasir Jamal,1,0,1,18.67,2,51,6,7,0,112,71.79,0,2018
AFG,Nasir Jamal,1,0,3,27.08,4,53,14,16,1,352,65.55,0,Overall
AFG,Izatullah Dawlatzai,0,0,0,,0,6*,1,2,1,6,37.5,0,2010
AFG,Izatullah Dawlatzai,0,0,0,1,0,1,1,2,0,1,20,0,2012
AFG,Izatullah Dawlatzai,1,0,0,0,1,0,1,1,0,0,,0,2015
AFG,Izatullah Dawlatzai,1,0,0,3.5,1,6*,3,5,1,7,25.93,0,Overall
AFG,Zahir Khan,0,0,0,,0,0*,1,1,1,0,,0,2019
AFG,Zahir Khan,0,0,0,,0,0*,1,1,1,0,,0,Overall
AFG,Hazratullah Zazai,0,0,0,7.5,0,14,2,2,0,15,136.36,0,2018
AFG,Hazratullah Zazai,1,0,2,24.71,3,67,14,14,0,346,86.93,0,2019
AFG,Hazratullah Zazai,1,0,2,22.56,3,67,16,16,0,361,88.26,0,Overall
AFG,Mirwais Ashraf,0,0,0,17,0,17,1,1,0,17,89.47,0,2009
AFG,Mirwais Ashraf,0,0,0,11,0,17,4,6,0,44,60.27,0,2010
AFG,Mirwais Ashraf,0,0,0,10,1,10,2,2,1,10,111.11,0,2011
AFG,Mirwais Ashraf,0,0,0,12,0,12,1,2,0,12,44.44,0,2012
AFG,Mirwais Ashraf,0,0,0,,0,0,0,1,0,0,,0,2013
AFG,Mirwais Ashraf,0,0,1,18.43,2,52*,10,12,3,129,78.66,0,2014
AFG,Mirwais Ashraf,1,0,0,17.5,2,28,9,10,3,105,70.47,0,2015
AFG,Mirwais Ashraf,2,0,0,10,3,18,11,12,4,70,68.63,0,2016
AFG,Mirwais Ashraf,3,0,1,14.33,8,52*,38,46,11,387,71.27,0,Overall
AFG,Ihsanullah,1,0,0,10,1,20,3,3,0,30,46.88,0,2017
AFG,Ihsanullah,1,0,3,25.18,9,57*,13,13,2,277,73.67,0,2018
AFG,Ihsanullah,2,0,3,21.93,10,57*,16,16,2,307,69.77,0,Overall
PAK,Rashid Khan,0,0,0,,0,4*,1,1,1,4,133.33,0,1980
PAK,Rashid Khan,0,0,0,,0,0,0,3,0,0,,0,1982
PAK,Rashid Khan,0,0,0,9,1,9,1,7,0,9,42.86,0,1983
PAK,Rashid Khan,0,0,0,12,2,17,11,15,5,72,60,0,1984
PAK,Rashid Khan,0,0,0,25,0,17,2,3,1,25,86.21,0,1985
PAK,Rashid Khan,0,0,0,13.75,3,17,15,29,7,110,63.58,0,Overall
AFG,Rokhan Barakzai,0,0,0,,1,0,0,1,0,0,,0,2015
AFG,Rokhan Barakzai,0,0,0,,1,0,0,1,0,0,,0,Overall
AFG,Mujeeb Ur Rahman,1,0,0,4,0,4*,2,3,1,4,50,0,2017
AFG,Mujeeb Ur Rahman,2,0,0,7.2,2,15,8,20,3,36,109.09,0,2018
AFG,Mujeeb Ur Rahman,4,0,0,5.8,4,13,10,17,5,29,76.32,0,2019
AFG,Mujeeb Ur Rahman,7,0,0,6.27,6,15,20,40,9,69,87.34,0,Overall
AFG,Noor Ali Zadran,0,0,0,31.33,2,45,3,3,0,94,85.45,0,2009
AFG,Noor Ali Zadran,0,1,1,33.38,3,114,9,9,1,267,66.09,0,2010
AFG,Noor Ali Zadran,0,0,0,1,0,1,1,1,0,1,33.33,0,2011
AFG,Noor Ali Zadran,0,0,0,9,0,9,1,1,0,9,112.5,0,2012
AFG,Noor Ali Zadran,1,0,1,27.88,1,53,8,8,0,223,60.76,0,2014
AFG,Noor Ali Zadran,0,0,4,42.29,3,63,7,7,0,296,58.96,0,2015
AFG,Noor Ali Zadran,1,0,0,8.5,4,30,6,6,0,51,57.95,0,2016
AFG,Noor Ali Zadran,1,0,1,19.8,2,51,10,11,0,198,62.66,0,2017
AFG,Noor Ali Zadran,1,0,0,15.4,0,32,5,5,0,77,61.6,0,2019
AFG,Noor Ali Zadran,4,1,7,24.82,15,114,50,51,1,1216,63.23,0,Overall
AFG,Najibullah Zadran,1,0,0,11.5,1,23,2,2,0,23,69.7,0,2012
AFG,Najibullah Zadran,0,0,0,9.5,0,21,4,4,0,38,41.76,0,2014
AFG,Najibullah Zadran,0,0,2,23.69,8,83,14,15,1,308,85.79,0,2015
AFG,Najibullah Zadran,0,0,3,34.5,8,89*,9,9,1,276,95.5,0,2016
AFG,Najibullah Zadran,1,0,0,14.75,3,45,4,4,0,59,78.67,0,2017
AFG,Najibullah Zadran,0,0,3,41.44,11,81*,13,16,4,373,94.43,0,2018
AFG,Najibullah Zadran,1,1,3,39.15,6,104*,16,17,3,509,97.32,0,2019
AFG,Najibullah Zadran,3,1,11,29.92,37,104*,62,67,9,1586,89.86,0,Overall
AFG,Gulbadin Naib,1,0,0,0,0,0,1,1,0,0,,0,2011
AFG,Gulbadin Naib,0,0,0,12.25,1,22,4,5,0,49,72.06,0,2012
AFG,Gulbadin Naib,0,0,0,,0,21*,1,2,1,21,140,0,2013
AFG,Gulbadin Naib,0,0,0,27.33,0,31,4,4,1,82,103.8,0,2014
AFG,Gulbadin Naib,2,0,0,0,3,0,2,3,0,0,,0,2015
AFG,Gulbadin Naib,0,0,1,84,0,82*,2,2,1,84,107.69,0,2016
AFG,Gulbadin Naib,1,0,2,17.31,1,51,14,16,1,225,63.2,0,2017
AFG,Gulbadin Naib,1,0,2,32.89,4,74*,13,16,4,296,64.49,0,2018
AFG,Gulbadin Naib,0,0,0,18.93,3,47,15,16,0,284,78.24,0,2019
AFG,Gulbadin Naib,5,0,5,21.69,12,82*,56,65,8,1041,73.1,0,Overall
AFG,Yamin Ahmadzai,1,0,0,0,1,0,1,1,0,0,,0,2015
AFG,Yamin Ahmadzai,0,0,0,,1,3*,1,2,1,3,42.86,0,2016
AFG,Yamin Ahmadzai,0,0,0,,0,0,0,1,0,0,,0,2019
AFG,Yamin Ahmadzai,1,0,0,3,2,3*,2,4,1,3,15.79,0,Overall
AFG,Javed Ahmadi,0,0,0,13.4,2,35,5,6,0,67,76.14,0,2010
AFG,Javed Ahmadi,1,0,0,18,1,43,4,4,0,72,72,0,2012
AFG,Javed Ahmadi,0,0,2,32.75,1,67,4,5,0,131,108.26,0,2014
AFG,Javed Ahmadi,0,0,3,28.6,3,81,10,10,0,286,86.14,0,2015
AFG,Javed Ahmadi,0,0,0,18,1,39,5,5,0,90,56.6,0,2016
AFG,Javed Ahmadi,0,0,1,35,1,81,5,6,0,175,70.28,0,2017
AFG,Javed Ahmadi,0,0,1,26,1,76,4,4,0,104,73.24,0,2018
AFG,Javed Ahmadi,1,0,0,12.75,1,24,4,4,0,51,51,0,2019
AFG,Javed Ahmadi,2,0,7,23.8,11,81,41,44,0,976,75.6,0,Overall
AFG,Shabir Noori,2,0,0,12.33,3,38,6,6,0,74,50.68,0,2010
AFG,Shabir Noori,0,0,1,47.5,2,94,2,2,0,95,85.59,0,2011
AFG,Shabir Noori,0,0,0,13,0,13,1,1,0,13,68.42,0,2012
AFG,Shabir Noori,0,0,0,9,1,9,1,1,0,9,37.5,0,2016
AFG,Shabir Noori,2,0,1,19.1,6,94,10,10,0,191,63.67,0,Overall
AFG,Dawlat Zadran,1,0,0,0,1,0*,2,2,1,0,,0,2011
AFG,Dawlat Zadran,0,0,0,9,1,12,4,4,0,36,48.65,0,2012
AFG,Dawlat Zadran,0,0,0,,0,0,0,2,0,0,,0,2013
AFG,Dawlat Zadran,2,0,0,23,5,24*,10,13,6,92,88.46,0,2014
AFG,Dawlat Zadran,1,0,0,12.71,1,25,10,15,3,89,66.92,0,2015
AFG,Dawlat Zadran,1,0,0,24.33,3,31*,9,12,6,73,82.95,0,2016
AFG,Dawlat Zadran,0,0,0,19.6,3,41*,10,13,5,98,88.29,0,2017
AFG,Dawlat Zadran,0,0,0,,0,47*,4,11,4,112,101.82,0,2018
AFG,Dawlat Zadran,2,0,0,2.6,2,6,7,10,2,13,32.5,0,2019
AFG,Dawlat Zadran,7,0,0,17.69,16,47*,56,82,27,513,77.26,0,Overall
AFG,Noor-ul-Haq,1,0,0,6,1,12,2,2,0,12,20.69,0,2010
AFG,Noor-ul-Haq,1,0,0,6,1,12,2,2,0,12,20.69,0,Overall
AFG,Shafiqullah,0,0,0,,0,0,0,1,0,0,,0,2009
AFG,Shafiqullah,1,0,0,0,0,0,1,1,0,0,,0,2010
AFG,Shafiqullah,0,0,1,29.83,5,56,7,8,1,179,115.48,1,2014
AFG,Shafiqullah,0,0,0,18.75,0,35,4,4,0,75,61.48,0,2015
AFG,Shafiqullah,1,0,0,1,1,2,2,2,0,2,50,0,2016
AFG,Shafiqullah,2,0,1,32.6,3,50*,6,7,1,163,142.98,2,2017
AFG,Shafiqullah,0,0,0,11,2,11,1,1,0,11,110,0,2018
AFG,Shafiqullah,4,0,2,22.63,11,56,21,24,2,430,105.39,3,Overall
AFG,Ahmed Shah,0,0,0,2,0,2,1,1,0,2,20,0,2009
AFG,Ahmed Shah,0,0,0,2,0,2,1,1,0,2,20,0,Overall
AFG,Fareed Ahmad,0,0,0,,1,0,0,1,0,0,,0,2014
AFG,Fareed Ahmad,0,0,0,,1,1*,2,4,2,1,16.67,0,2017
AFG,Fareed Ahmad,0,0,0,,2,1*,2,5,2,1,16.67,0,Overall
AFG,Dawlat Ahmadzai,0,0,0,,0,0,0,1,0,0,,0,2009
AFG,Dawlat Ahmadzai,0,0,0,,0,0,0,2,0,0,,0,2010
AFG,Dawlat Ahmadzai,0,0,0,,0,0,0,3,0,0,,0,Overall
AFG,Ikram Ali Khil,0,0,2,26,3,86,12,12,3,234,60.62,3,2019
AFG,Ikram Ali Khil,0,0,2,26,3,86,12,12,3,234,60.62,3,Overall
AFG,Mohammad Nabi,0,0,1,37,3,58,3,3,1,74,90.24,0,2009
AFG,Mohammad Nabi,1,0,2,31.25,7,62,11,13,3,250,93.28,0,2010
AFG,Mohammad Nabi,0,0,1,52.5,1,58,2,2,0,105,116.67,0,2011
AFG,Mohammad Nabi,0,0,0,25.8,2,46,5,5,0,129,64.82,0,2012
AFG,Mohammad Nabi,0,0,1,97,3,51,2,4,1,97,112.79,0,2013
AFG,Mohammad Nabi,0,0,2,31,5,77,14,14,1,403,92.64,0,2014
AFG,Mohammad Nabi,2,1,1,23.38,6,116,16,17,0,374,80.6,0,2015
AFG,Mohammad Nabi,1,0,1,25.3,7,50,11,12,1,253,80.83,0,2016
AFG,Mohammad Nabi,1,0,0,23.92,11,48,14,16,2,287,89.13,0,2017
AFG,Mohammad Nabi,0,0,3,30.87,5,92,17,20,2,463,91.87,0,2018
AFG,Mohammad Nabi,1,0,3,21.69,5,64,17,18,1,347,70.96,0,2019
AFG,Mohammad Nabi,6,1,15,27.82,55,116,112,124,12,2782,85.55,0,Overall
AFG,Sharafuddin Ashraf,1,0,0,9,0,14,4,5,2,18,85.71,0,2014
AFG,Sharafuddin Ashraf,1,0,0,8.75,2,21,5,9,1,35,55.56,0,2018
AFG,Sharafuddin Ashraf,0,0,0,13,3,13,1,3,0,13,81.25,0,2019
AFG,Sharafuddin Ashraf,2,0,0,9.43,5,21,10,17,3,66,66,0,Overall
AFG,Nawroz Mangal,0,0,0,22,0,32,3,3,0,66,62.26,0,2009
AFG,Nawroz Mangal,1,0,2,30,4,70*,12,13,3,270,78.72,0,2010
AFG,Nawroz Mangal,0,0,0,24,1,34,2,2,0,48,123.08,0,2011
AFG,Nawroz Mangal,2,0,0,18.67,1,45*,4,4,1,56,70.89,0,2012
AFG,Nawroz Mangal,0,1,1,106.5,1,112*,4,4,2,213,92.61,0,2013
AFG,Nawroz Mangal,0,1,1,38.38,4,129,8,8,0,307,81.22,0,2014
AFG,Nawroz Mangal,1,0,0,11.17,5,33,12,12,0,134,48.55,0,2015
AFG,Nawroz Mangal,0,0,0,15,3,33,3,3,0,45,73.77,0,2016
AFG,Nawroz Mangal,4,2,4,27.12,19,129,48,49,6,1139,75.33,0,Overall
AUS,Bruce Reid,0,0,0,3.2,1,4*,7,22,2,16,51.61,0,1986
AUS,Bruce Reid,1,0,0,4,4,10,7,19,2,20,54.05,0,1987
AUS,Bruce Reid,0,0,0,1,1,1,1,3,0,1,11.11,0,1990
AUS,Bruce Reid,0,0,0,,0,2*,2,11,2,3,,0,1991
AUS,Bruce Reid,0,0,0,4.5,0,5*,4,6,2,9,25.71,0,1992
AUS,Bruce Reid,1,0,0,3.77,6,10,21,61,8,49,41.88,0,Overall
AUS,Peter Taylor,2,0,0,10.75,5,17*,9,14,5,43,71.67,0,1987
AUS,Peter Taylor,0,0,0,22.75,7,27*,9,14,5,91,89.22,0,1988
AUS,Peter Taylor,1,0,0,43.5,5,36*,5,10,3,87,58.78,0,1989
AUS,Peter Taylor,0,0,1,47.33,5,54*,10,19,7,142,86.59,0,1990
AUS,Peter Taylor,0,0,0,4,10,6,6,14,2,16,31.37,0,1991
AUS,Peter Taylor,1,0,0,11.6,2,33,8,12,3,58,100,0,1992
AUS,Peter Taylor,4,0,1,19.86,34,54*,47,83,25,437,74.96,0,Overall
AUS,Hilton Cartwright,0,0,0,1,1,1,2,2,0,2,8.7,0,2017
AUS,Hilton Cartwright,0,0,0,1,1,1,2,2,0,2,8.7,0,Overall
AUS,Wayne Clark,0,0,0,,0,0,0,2,0,0,,0,1978
AUS,Wayne Clark,0,0,0,,0,0,0,2,0,0,,0,Overall
AUS,Alan Turner,0,1,0,41.17,3,101,6,6,0,247,88.53,0,1975
AUS,Alan Turner,0,1,0,41.17,3,101,6,6,0,247,88.53,0,Overall
AUS,James Pattinson,0,0,0,,1,0*,1,2,1,0,,0,2011
AUS,James Pattinson,0,0,0,12,1,13,5,9,2,36,59.02,0,2012
AUS,James Pattinson,0,0,0,4,0,4,1,2,0,4,44.44,0,2014
AUS,James Pattinson,0,0,0,,1,2*,1,2,1,2,25,0,2015
AUS,James Pattinson,0,0,0,10.5,3,13,8,15,4,42,52.5,0,Overall
AUS,Ashley Woodcock,0,0,1,53,0,53,1,1,0,53,79.1,0,1974
AUS,Ashley Woodcock,0,0,1,53,0,53,1,1,0,53,79.1,0,Overall
AUS,Daniel Cullen,0,0,0,,2,2*,1,5,1,2,,0,2006
AUS,Daniel Cullen,0,0,0,,2,2*,1,5,1,2,66.67,0,Overall
AUS,Andy Bichel,2,0,0,8.4,2,17,7,12,2,42,53.16,0,1997
AUS,Andy Bichel,1,0,0,28.5,0,27*,4,5,2,57,67.06,0,1998
AUS,Andy Bichel,1,0,0,13.14,7,19,9,16,2,92,75.41,0,2002
AUS,Andy Bichel,0,0,1,34.71,8,64,11,28,4,243,89.34,0,2003
AUS,Andy Bichel,1,0,0,18.5,2,23*,5,6,3,37,88.1,0,2004
AUS,Andy Bichel,5,0,1,20.48,19,64,36,67,13,471,78.5,0,Overall
AUS,Ashley Noffke,0,0,0,,0,0,0,1,0,0,,0,2008
AUS,Ashley Noffke,0,0,0,,0,0,0,1,0,0,,0,Overall
AUS,Andris Zesers,0,0,0,,1,8*,2,2,2,10,71.43,0,1987
AUS,Andris Zesers,0,0,0,,1,8*,2,2,2,10,71.43,0,Overall
AUS,Nathan Lyon,1,0,0,4,1,4*,2,2,1,4,66.67,0,2012
AUS,Nathan Lyon,0,0,0,,0,8*,2,6,2,8,,0,2014
AUS,Nathan Lyon,0,0,0,34,1,30,2,5,1,34,91.89,0,2016
AUS,Nathan Lyon,0,0,0,4,1,3*,2,2,1,4,30.77,0,2018
AUS,Nathan Lyon,0,0,0,27,4,12*,6,14,5,27,112.5,0,2019
AUS,Nathan Lyon,1,0,0,19.25,7,30,14,29,10,77,92.77,0,Overall
AUS,Martin Kent,0,0,0,19.5,4,33,5,5,1,78,58.65,0,1981
AUS,Martin Kent,0,0,0,19.5,4,33,5,5,1,78,58.65,0,Overall
AUS,Justin Langer,0,0,0,41.67,1,36,5,6,2,125,98.43,1,1994
AUS,Justin Langer,0,0,0,6,0,6,1,1,0,6,66.67,0,1995
AUS,Justin Langer,0,0,0,29,1,29,1,1,0,29,65.91,0,1997
AUS,Justin Langer,0,0,0,32,2,36,7,8,2,160,88.89,1,Overall
AUS,Graeme Wood,0,0,0,16.5,1,24,2,2,0,33,57.89,0,1978
AUS,Graeme Wood,0,0,0,21.75,2,30,4,4,0,87,47.8,0,1979
AUS,Graeme Wood,0,0,0,12,0,19,3,3,1,24,36.92,0,1980
AUS,Graeme Wood,0,1,4,47,2,108,16,17,2,658,61.21,0,1981
AUS,Graeme Wood,0,0,2,24.38,4,69,13,15,0,317,51.13,0,1982
AUS,Graeme Wood,0,0,3,34.45,3,91,13,13,2,379,60.83,0,1983
AUS,Graeme Wood,1,0,0,19.5,2,32,3,5,1,39,57.35,0,1984
AUS,Graeme Wood,3,2,2,43.07,3,114*,18,19,4,603,65.33,0,1985
AUS,Graeme Wood,0,0,0,19.75,0,39,5,5,1,79,70.54,0,1989
AUS,Graeme Wood,4,3,11,33.62,17,114*,77,83,11,2219,59.57,0,Overall
AUS,Graeme Beard,0,0,0,,0,0,0,2,0,0,,0,1981
AUS,Graeme Beard,0,0,0,,0,0,0,2,0,0,,0,Overall
AUS,James Hopes,0,0,0,,0,0,0,1,0,0,,0,2005
AUS,James Hopes,0,0,0,28,3,43,3,8,0,84,87.5,0,2006
AUS,James Hopes,0,0,0,26,2,39,7,10,1,156,120,0,2007
AUS,James Hopes,1,0,1,19.92,6,63,14,17,1,259,83.55,0,2008
AUS,James Hopes,0,0,1,25.05,10,63*,24,31,4,501,87.28,0,2009
